"","date","topic_num","n","topic_label"
"739",2020-09-10,6,2,"Topic-6: Gender disparities 
in educational attainment "
"740",2020-09-11,6,4,"Topic-6: Gender disparities 
in educational attainment "
"741",2020-09-13,6,2,"Topic-6: Gender disparities 
in educational attainment "
"742",2020-09-14,6,2,"Topic-6: Gender disparities 
in educational attainment "
"743",2020-09-15,6,4,"Topic-6: Gender disparities 
in educational attainment "
"744",2020-09-16,6,1,"Topic-6: Gender disparities 
in educational attainment "
"745",2020-09-17,6,3,"Topic-6: Gender disparities 
in educational attainment "
"746",2020-09-18,6,4,"Topic-6: Gender disparities 
in educational attainment "
"747",2020-09-20,6,1,"Topic-6: Gender disparities 
in educational attainment "
"748",2020-09-21,6,1,"Topic-6: Gender disparities 
in educational attainment "
"749",2020-09-22,6,1,"Topic-6: Gender disparities 
in educational attainment "
"750",2020-09-23,6,1,"Topic-6: Gender disparities 
in educational attainment "
"751",2020-09-24,6,1,"Topic-6: Gender disparities 
in educational attainment "
"752",2020-09-25,6,1,"Topic-6: Gender disparities 
in educational attainment "
"753",2020-09-28,6,1,"Topic-6: Gender disparities 
in educational attainment "
"754",2020-09-30,6,1,"Topic-6: Gender disparities 
in educational attainment "
"755",2020-10-01,6,1,"Topic-6: Gender disparities 
in educational attainment "
"756",2020-10-02,6,3,"Topic-6: Gender disparities 
in educational attainment "
"757",2020-10-03,6,3,"Topic-6: Gender disparities 
in educational attainment "
"758",2020-10-04,6,1,"Topic-6: Gender disparities 
in educational attainment "
"759",2020-10-05,6,1,"Topic-6: Gender disparities 
in educational attainment "
"760",2020-10-06,6,2,"Topic-6: Gender disparities 
in educational attainment "
"761",2020-10-07,6,3,"Topic-6: Gender disparities 
in educational attainment "
"762",2020-10-08,6,5,"Topic-6: Gender disparities 
in educational attainment "
"763",2020-10-09,6,16,"Topic-6: Gender disparities 
in educational attainment "
"764",2020-10-10,6,3,"Topic-6: Gender disparities 
in educational attainment "
"765",2020-10-11,6,18,"Topic-6: Gender disparities 
in educational attainment "
"766",2020-10-12,6,13,"Topic-6: Gender disparities 
in educational attainment "
"767",2020-10-13,6,6,"Topic-6: Gender disparities 
in educational attainment "
"768",2020-10-14,6,15,"Topic-6: Gender disparities 
in educational attainment "
"769",2020-10-15,6,11,"Topic-6: Gender disparities 
in educational attainment "
"770",2020-10-16,6,8,"Topic-6: Gender disparities 
in educational attainment "
"771",2020-10-17,6,2,"Topic-6: Gender disparities 
in educational attainment "
"772",2020-10-18,6,4,"Topic-6: Gender disparities 
in educational attainment "
"773",2020-10-19,6,9,"Topic-6: Gender disparities 
in educational attainment "
"774",2020-10-20,6,5,"Topic-6: Gender disparities 
in educational attainment "
"775",2020-10-21,6,10,"Topic-6: Gender disparities 
in educational attainment "
"776",2020-10-22,6,7,"Topic-6: Gender disparities 
in educational attainment "
"777",2020-10-23,6,7,"Topic-6: Gender disparities 
in educational attainment "
"778",2020-10-24,6,4,"Topic-6: Gender disparities 
in educational attainment "
"779",2020-10-25,6,2,"Topic-6: Gender disparities 
in educational attainment "
"780",2020-10-26,6,19,"Topic-6: Gender disparities 
in educational attainment "
"781",2020-10-27,6,5,"Topic-6: Gender disparities 
in educational attainment "
"782",2020-10-28,6,5,"Topic-6: Gender disparities 
in educational attainment "
"783",2020-10-29,6,1,"Topic-6: Gender disparities 
in educational attainment "
"784",2020-10-30,6,4,"Topic-6: Gender disparities 
in educational attainment "
"785",2020-11-01,6,1,"Topic-6: Gender disparities 
in educational attainment "
"786",2020-11-02,6,5,"Topic-6: Gender disparities 
in educational attainment "
"787",2020-11-03,6,2,"Topic-6: Gender disparities 
in educational attainment "
"788",2020-11-04,6,1,"Topic-6: Gender disparities 
in educational attainment "
"789",2020-11-05,6,2,"Topic-6: Gender disparities 
in educational attainment "
"790",2020-11-06,6,3,"Topic-6: Gender disparities 
in educational attainment "
"791",2020-11-07,6,1,"Topic-6: Gender disparities 
in educational attainment "
"792",2020-11-08,6,2,"Topic-6: Gender disparities 
in educational attainment "
"793",2020-11-09,6,2,"Topic-6: Gender disparities 
in educational attainment "
"794",2020-11-10,6,5,"Topic-6: Gender disparities 
in educational attainment "
"795",2020-11-11,6,5,"Topic-6: Gender disparities 
in educational attainment "
"796",2020-11-12,6,1,"Topic-6: Gender disparities 
in educational attainment "
"797",2020-11-13,6,5,"Topic-6: Gender disparities 
in educational attainment "
"798",2020-11-14,6,4,"Topic-6: Gender disparities 
in educational attainment "
"799",2020-11-15,6,2,"Topic-6: Gender disparities 
in educational attainment "
"800",2020-11-16,6,6,"Topic-6: Gender disparities 
in educational attainment "
"801",2020-11-17,6,8,"Topic-6: Gender disparities 
in educational attainment "
"802",2020-11-18,6,5,"Topic-6: Gender disparities 
in educational attainment "
"803",2020-11-19,6,1,"Topic-6: Gender disparities 
in educational attainment "
"804",2020-11-20,6,14,"Topic-6: Gender disparities 
in educational attainment "
"805",2020-11-21,6,2,"Topic-6: Gender disparities 
in educational attainment "
"806",2020-11-22,6,1,"Topic-6: Gender disparities 
in educational attainment "
"807",2020-11-23,6,8,"Topic-6: Gender disparities 
in educational attainment "
"808",2020-11-24,6,6,"Topic-6: Gender disparities 
in educational attainment "
"809",2020-11-25,6,8,"Topic-6: Gender disparities 
in educational attainment "
"810",2020-11-26,6,6,"Topic-6: Gender disparities 
in educational attainment "
"811",2020-11-27,6,8,"Topic-6: Gender disparities 
in educational attainment "
"812",2020-11-28,6,6,"Topic-6: Gender disparities 
in educational attainment "
"813",2020-11-29,6,1,"Topic-6: Gender disparities 
in educational attainment "
"814",2020-12-01,6,8,"Topic-6: Gender disparities 
in educational attainment "
"815",2020-12-02,6,6,"Topic-6: Gender disparities 
in educational attainment "
"816",2020-12-03,6,5,"Topic-6: Gender disparities 
in educational attainment "
"817",2020-12-04,6,1,"Topic-6: Gender disparities 
in educational attainment "
"818",2020-12-05,6,3,"Topic-6: Gender disparities 
in educational attainment "
"819",2020-12-06,6,3,"Topic-6: Gender disparities 
in educational attainment "
"820",2020-12-07,6,2,"Topic-6: Gender disparities 
in educational attainment "
"821",2020-12-08,6,2,"Topic-6: Gender disparities 
in educational attainment "
"822",2020-12-09,6,6,"Topic-6: Gender disparities 
in educational attainment "
"823",2020-12-10,6,3,"Topic-6: Gender disparities 
in educational attainment "
"824",2020-12-11,6,1,"Topic-6: Gender disparities 
in educational attainment "
"825",2020-12-14,6,4,"Topic-6: Gender disparities 
in educational attainment "
"826",2020-12-15,6,4,"Topic-6: Gender disparities 
in educational attainment "
"827",2020-12-16,6,4,"Topic-6: Gender disparities 
in educational attainment "
"828",2020-12-17,6,4,"Topic-6: Gender disparities 
in educational attainment "
"829",2020-12-18,6,6,"Topic-6: Gender disparities 
in educational attainment "
"830",2020-12-19,6,3,"Topic-6: Gender disparities 
in educational attainment "
"831",2020-12-20,6,4,"Topic-6: Gender disparities 
in educational attainment "
"832",2020-12-21,6,2,"Topic-6: Gender disparities 
in educational attainment "
"833",2020-12-22,6,1,"Topic-6: Gender disparities 
in educational attainment "
"834",2020-12-23,6,2,"Topic-6: Gender disparities 
in educational attainment "
"835",2020-12-24,6,4,"Topic-6: Gender disparities 
in educational attainment "
"836",2020-12-25,6,1,"Topic-6: Gender disparities 
in educational attainment "
"837",2020-12-26,6,1,"Topic-6: Gender disparities 
in educational attainment "
"838",2020-12-29,6,2,"Topic-6: Gender disparities 
in educational attainment "
"839",2020-12-30,6,1,"Topic-6: Gender disparities 
in educational attainment "
"840",2021-01-02,6,1,"Topic-6: Gender disparities 
in educational attainment "
"841",2021-01-04,6,4,"Topic-6: Gender disparities 
in educational attainment "
"842",2021-01-05,6,2,"Topic-6: Gender disparities 
in educational attainment "
"843",2021-01-06,6,2,"Topic-6: Gender disparities 
in educational attainment "
"844",2021-01-07,6,2,"Topic-6: Gender disparities 
in educational attainment "
"845",2021-01-08,6,7,"Topic-6: Gender disparities 
in educational attainment "
"846",2021-01-09,6,1,"Topic-6: Gender disparities 
in educational attainment "
"847",2021-01-10,6,5,"Topic-6: Gender disparities 
in educational attainment "
"848",2021-01-11,6,3,"Topic-6: Gender disparities 
in educational attainment "
"849",2021-01-12,6,7,"Topic-6: Gender disparities 
in educational attainment "
"850",2021-01-13,6,3,"Topic-6: Gender disparities 
in educational attainment "
"851",2021-01-14,6,2,"Topic-6: Gender disparities 
in educational attainment "
"852",2021-01-15,6,3,"Topic-6: Gender disparities 
in educational attainment "
"853",2021-01-16,6,3,"Topic-6: Gender disparities 
in educational attainment "
"854",2021-01-17,6,1,"Topic-6: Gender disparities 
in educational attainment "
"855",2021-01-18,6,1,"Topic-6: Gender disparities 
in educational attainment "
"856",2021-01-19,6,1,"Topic-6: Gender disparities 
in educational attainment "
"857",2021-01-20,6,3,"Topic-6: Gender disparities 
in educational attainment "
"858",2021-01-21,6,1,"Topic-6: Gender disparities 
in educational attainment "
"859",2021-01-22,6,5,"Topic-6: Gender disparities 
in educational attainment "
"860",2021-01-23,6,2,"Topic-6: Gender disparities 
in educational attainment "
"861",2021-01-24,6,2,"Topic-6: Gender disparities 
in educational attainment "
"862",2021-01-25,6,6,"Topic-6: Gender disparities 
in educational attainment "
"863",2021-01-26,6,1,"Topic-6: Gender disparities 
in educational attainment "
"864",2021-01-27,6,5,"Topic-6: Gender disparities 
in educational attainment "
"865",2021-01-28,6,3,"Topic-6: Gender disparities 
in educational attainment "
"866",2021-01-29,6,4,"Topic-6: Gender disparities 
in educational attainment "
"867",2021-01-30,6,3,"Topic-6: Gender disparities 
in educational attainment "
"868",2021-02-01,6,2,"Topic-6: Gender disparities 
in educational attainment "
"869",2021-02-02,6,5,"Topic-6: Gender disparities 
in educational attainment "
"870",2021-02-03,6,2,"Topic-6: Gender disparities 
in educational attainment "
"871",2021-02-04,6,2,"Topic-6: Gender disparities 
in educational attainment "
"872",2021-02-05,6,2,"Topic-6: Gender disparities 
in educational attainment "
"873",2021-02-06,6,9,"Topic-6: Gender disparities 
in educational attainment "
"874",2021-02-08,6,2,"Topic-6: Gender disparities 
in educational attainment "
"875",2021-02-09,6,3,"Topic-6: Gender disparities 
in educational attainment "
"876",2021-02-10,6,1,"Topic-6: Gender disparities 
in educational attainment "
"877",2021-02-11,6,5,"Topic-6: Gender disparities 
in educational attainment "
"878",2021-02-12,6,2,"Topic-6: Gender disparities 
in educational attainment "
"879",2021-02-13,6,4,"Topic-6: Gender disparities 
in educational attainment "
"880",2021-02-14,6,1,"Topic-6: Gender disparities 
in educational attainment "
"881",2021-02-15,6,1,"Topic-6: Gender disparities 
in educational attainment "
"882",2021-02-16,6,8,"Topic-6: Gender disparities 
in educational attainment "
"883",2021-02-17,6,2,"Topic-6: Gender disparities 
in educational attainment "
"884",2021-02-18,6,4,"Topic-6: Gender disparities 
in educational attainment "
"885",2021-02-19,6,3,"Topic-6: Gender disparities 
in educational attainment "
"886",2021-02-20,6,3,"Topic-6: Gender disparities 
in educational attainment "
"887",2021-02-21,6,2,"Topic-6: Gender disparities 
in educational attainment "
"888",2021-02-22,6,2,"Topic-6: Gender disparities 
in educational attainment "
"889",2021-02-24,6,6,"Topic-6: Gender disparities 
in educational attainment "
"890",2021-02-25,6,6,"Topic-6: Gender disparities 
in educational attainment "
"891",2021-02-26,6,5,"Topic-6: Gender disparities 
in educational attainment "
"892",2021-02-27,6,3,"Topic-6: Gender disparities 
in educational attainment "
"893",2021-02-28,6,2,"Topic-6: Gender disparities 
in educational attainment "
"894",2020-03-01,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"895",2020-03-02,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"896",2020-03-06,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"897",2020-03-08,7,3,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"898",2020-03-09,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"899",2020-03-11,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"900",2020-03-13,7,4,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"901",2020-03-18,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"902",2020-03-19,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"903",2020-03-23,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"904",2020-03-24,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"905",2020-03-26,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"906",2020-03-27,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"907",2020-03-29,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"908",2020-03-31,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"909",2020-04-01,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"910",2020-04-02,7,5,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"911",2020-04-03,7,6,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"912",2020-04-04,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"913",2020-04-06,7,22,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"914",2020-04-07,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"915",2020-04-09,7,7,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"916",2020-04-10,7,3,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"917",2020-04-11,7,5,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"918",2020-04-12,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"919",2020-04-14,7,3,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"920",2020-04-15,7,3,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"921",2020-04-16,7,5,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"922",2020-04-17,7,5,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"923",2020-04-18,7,6,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"924",2020-04-19,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"925",2020-04-20,7,6,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"926",2020-04-21,7,4,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"927",2020-04-22,7,7,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"928",2020-04-23,7,3,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"929",2020-04-24,7,6,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"930",2020-04-25,7,8,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"931",2020-04-27,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"932",2020-04-28,7,4,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"933",2020-04-29,7,4,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"934",2020-04-30,7,5,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"935",2020-05-01,7,5,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"936",2020-05-02,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"937",2020-05-03,7,4,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"938",2020-05-04,7,3,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"939",2020-05-05,7,7,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"940",2020-05-06,7,11,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"941",2020-05-07,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"942",2020-05-08,7,8,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"943",2020-05-09,7,3,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"944",2020-05-10,7,6,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"945",2020-05-11,7,5,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"946",2020-05-12,7,14,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"947",2020-05-13,7,10,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"948",2020-05-14,7,3,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"949",2020-05-15,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"950",2020-05-16,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"951",2020-05-17,7,4,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"952",2020-05-18,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"953",2020-05-19,7,5,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"954",2020-05-20,7,7,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"955",2020-05-22,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"956",2020-05-23,7,3,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"957",2020-05-24,7,4,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"958",2020-05-27,7,6,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"959",2020-05-28,7,5,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"960",2020-05-29,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"961",2020-05-30,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"962",2020-06-01,7,7,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"963",2020-06-02,7,3,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"964",2020-06-03,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"965",2020-06-04,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"966",2020-06-05,7,5,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"967",2020-06-06,7,3,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"968",2020-06-07,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"969",2020-06-08,7,4,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"970",2020-06-09,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"971",2020-06-10,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"972",2020-06-12,7,6,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"973",2020-06-15,7,4,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"974",2020-06-16,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"975",2020-06-17,7,4,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"976",2020-06-18,7,4,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"977",2020-06-19,7,4,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"978",2020-06-22,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"979",2020-06-23,7,4,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"980",2020-06-24,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"981",2020-06-25,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"982",2020-06-26,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"983",2020-06-27,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"984",2020-06-28,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"985",2020-06-29,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"986",2020-07-01,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"987",2020-07-02,7,3,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"988",2020-07-04,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"989",2020-07-06,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"990",2020-07-07,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"991",2020-07-09,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"992",2020-07-10,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"993",2020-07-11,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"994",2020-07-12,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"995",2020-07-13,7,4,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"996",2020-07-14,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"997",2020-07-15,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"998",2020-07-16,7,7,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"999",2020-07-17,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1000",2020-07-18,7,4,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1001",2020-07-19,7,5,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1002",2020-07-20,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1003",2020-07-21,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1004",2020-07-22,7,3,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1005",2020-07-23,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1006",2020-07-24,7,3,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1007",2020-07-25,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1008",2020-07-27,7,3,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1009",2020-07-28,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1010",2020-07-29,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1011",2020-07-30,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1012",2020-07-31,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1013",2020-08-01,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1014",2020-08-04,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1015",2020-08-07,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1016",2020-08-08,7,3,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1017",2020-08-09,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1018",2020-08-11,7,3,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1019",2020-08-12,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1020",2020-08-13,7,3,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1021",2020-08-14,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1022",2020-08-15,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1023",2020-08-16,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1024",2020-08-17,7,3,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1025",2020-08-18,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1026",2020-08-19,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1027",2020-08-20,7,3,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1028",2020-08-21,7,3,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1029",2020-08-23,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1030",2020-08-24,7,3,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1031",2020-08-25,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1032",2020-08-26,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1033",2020-08-27,7,5,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1034",2020-08-28,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1035",2020-08-30,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1036",2020-08-31,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1037",2020-09-01,7,8,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1038",2020-09-03,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1039",2020-09-06,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1040",2020-09-07,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1041",2020-09-08,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1042",2020-09-09,7,4,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1043",2020-09-10,7,5,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1044",2020-09-11,7,4,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1045",2020-09-12,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1046",2020-09-13,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1047",2020-09-14,7,3,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1048",2020-09-15,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1049",2020-09-16,7,3,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1050",2020-09-18,7,3,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1051",2020-09-19,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1052",2020-09-20,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1053",2020-09-22,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1054",2020-09-23,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1055",2020-09-24,7,3,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1056",2020-09-25,7,4,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1057",2020-09-27,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1058",2020-09-28,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1059",2020-09-29,7,4,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1060",2020-09-30,7,5,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1061",2020-10-02,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1062",2020-10-03,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1063",2020-10-04,7,1,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1064",2020-10-05,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1065",2020-10-06,7,5,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1066",2020-10-09,7,3,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1067",2020-10-10,7,6,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1068",2020-10-11,7,11,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1069",2020-10-12,7,7,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1070",2020-10-14,7,12,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1071",2020-10-15,7,3,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1072",2020-10-16,7,5,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1073",2020-10-17,7,2,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
"1074",2020-10-18,7,4,"Topic-7: Food insecurity during 
COVID-19 & its impact on girls "
